1000,0.01,10,0.851972978505485
1000,0.01,100,0.7351766990527411
1000,0.01,1000,0.7224200729855538
1000,0.1,10,0.6895799556142344
1000,0.1,100,0.7254370491813309
1000,0.1,1000,0.7242519553046614
1000,1.0,10,0.664652273193354
1000,1.0,100,0.6727974537542869
1000,1.0,1000,0.6625703223110964
10000,0.01,10,0.939152844779927
10000,0.01,100,0.9522669730843847
10000,0.01,1000,0.9527405858953921
10000,0.1,10,0.9283593578584274
10000,0.1,100,0.9517162855450587
10000,0.1,1000,0.9509003972485753
10000,1.0,10,0.9187323462963551
10000,1.0,100,0.9373900326895102
10000,1.0,1000,0.9371392131483998
100000,0.01,10,0.9829782219603461
100000,0.01,100,0.9811962082670055
100000,0.01,1000,0.9820800575400647
100000,0.1,10,0.9901788901583672
100000,0.1,100,0.9827314907191674
100000,0.1,1000,0.9822877105074264
100000,1.0,10,0.9774246407932264
100000,1.0,100,0.9828736645291197
100000,1.0,1000,0.9818153598870961
